"","wage","educ","exper","fulltime","hrswk","nkids","age","married","female","insurance","private","mcaid","mcare","metro","northeast","midwest","south","west","white","black","asian"
"2193",17.7,21,19,1,50,2,40,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2194",35.33,21,20,1,40,1,41,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2195",31.58,18,18,1,40,0,38,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"2196",15.85,12,39,1,40,1,54,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2197",19.23,12,24,1,40,2,39,1,1,1,1,1,0,1,0,0,1,0,1,0,0
"2198",10,12,40,0,28,0,55,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2199",9.5,12,31,0,40,0,46,0,1,0,0,0,0,1,0,0,0,1,1,0,0
"2200",24.05,16,12,1,40,0,31,0,1,1,1,0,0,0,0,0,0,1,1,0,0
"2201",6,16,24,1,35,0,43,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"2202",10,12,42,1,35,0,57,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2203",38.45,14,35,1,40,0,52,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2204",14.88,13,13,1,40,4,29,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"2205",20.93,16,9,1,45,0,28,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"2206",20.6,12,22,1,42,2,37,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2207",16.35,18,11,1,40,0,31,0,1,1,1,0,1,1,1,0,0,0,1,0,0
"2208",23.08,12,32,1,40,2,47,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2209",44.44,14,25,1,36,0,42,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2210",19.23,13,44,1,60,0,60,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"2211",12.5,13,6,1,50,0,22,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"2212",13.78,10,40,1,40,1,52,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"2213",1.5,12,21,1,50,0,36,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"2214",48.08,16,26,1,40,1,45,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2215",4.67,10,35,0,20,0,47,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"2216",16,12,41,1,40,0,56,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"2217",24,16,20,1,50,2,39,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"2218",10,14,29,0,20,3,47,1,1,0,0,0,0,1,0,0,1,0,0,0,1
"2219",6.25,12,66,1,36,0,80,0,1,1,1,0,1,1,1,0,0,0,1,0,0
"2220",24.03,18,17,1,40,1,37,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2221",26.45,16,12,1,40,2,31,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2222",25.48,14,18,1,40,2,36,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"2223",10,12,25,0,40,3,40,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2224",40.07,21,14,1,60,0,36,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"2225",31.25,16,16,1,40,0,35,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2226",29.62,16,17,1,60,3,36,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"2227",7.5,13,5,0,10,2,21,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"2228",9.5,12,13,1,40,3,28,1,0,1,1,0,0,1,1,0,0,0,0,1,0
"2229",17.3,18,22,1,40,2,42,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2230",8.75,13,40,0,16,0,56,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"2231",7.14,12,20,1,35,3,35,0,1,1,0,1,0,1,0,0,0,1,1,0,0
"2232",9,11,29,1,40,3,42,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2233",18.75,12,22,1,40,0,37,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"2234",13.33,13,6,1,35,0,22,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"2235",38.45,18,28,1,40,1,48,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"2236",7.5,13,47,0,20,0,63,0,0,1,0,0,1,1,0,0,1,0,0,1,0
"2237",15,13,22,1,40,0,38,1,1,1,1,0,0,1,0,1,0,0,0,1,0
"2238",37.03,16,43,1,40,0,62,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2239",15.11,13,35,1,60,3,51,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2240",13.93,13,27,1,40,2,43,0,0,1,1,0,0,1,1,0,0,0,0,1,0
"2241",15.38,13,38,1,40,1,54,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"2242",19.75,16,18,0,24,3,37,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2243",16,16,23,1,40,1,42,0,1,1,1,0,0,0,0,0,1,0,0,1,0
"2244",28,12,13,1,40,0,28,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"2245",15.38,16,13,1,40,0,32,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"2246",24.05,14,21,1,40,0,38,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"2247",28,21,18,1,40,2,39,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"2248",14.43,13,49,1,40,0,65,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"2249",20,16,6,0,15,0,25,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"2250",43.28,18,30,1,45,0,50,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"2251",33.68,12,34,1,40,0,49,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2252",53.84,16,36,1,50,0,55,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2253",19.25,12,24,0,20,2,39,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2254",8,12,8,1,0,0,23,0,1,1,0,1,0,1,0,1,0,0,1,0,0
"2255",20,16,19,1,50,3,38,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2256",24.58,12,15,1,37,0,30,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"2257",18.75,12,30,1,40,2,45,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2258",3.65,16,14,0,20,3,33,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2259",21.5,12,30,1,40,0,45,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2260",9.58,14,43,0,32,0,60,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2261",9,12,18,1,40,1,33,0,1,1,1,1,0,0,1,0,0,0,1,0,0
"2262",31.25,12,28,1,40,2,43,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"2263",6.5,13,9,1,40,0,25,0,1,1,1,0,0,0,1,0,0,0,1,0,0
"2264",29.8,18,32,1,40,0,52,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"2265",6,13,5,1,38,0,21,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"2266",26,14,29,1,40,1,47,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2267",20.98,16,18,1,55,1,37,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2268",26.66,13,21,1,45,0,37,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"2269",5.71,12,25,1,40,2,40,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"2270",30.3,16,24,1,40,1,43,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"2271",5.49,12,35,1,60,0,50,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"2272",17,12,23,1,40,3,38,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"2273",12,13,35,1,35,3,51,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"2274",23,12,34,1,40,0,49,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2275",10,12,57,1,40,0,72,0,1,1,1,0,1,1,1,0,0,0,1,0,0
"2276",31.6,14,36,0,40,0,53,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2277",10,12,41,0,20,0,56,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"2278",51.9,18,43,0,30,0,63,1,0,1,0,1,0,1,0,1,0,0,1,0,0
"2279",8,16,6,1,40,0,25,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"2280",6,12,14,1,50,1,29,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2281",30.76,12,30,1,40,2,45,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"2282",24,12,7,0,50,0,22,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"2283",7,12,8,1,40,0,23,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"2284",14,14,37,1,40,0,55,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2285",72.13,16,33,1,40,4,52,1,0,1,1,0,0,1,0,0,0,1,0,1,0
"2286",57.68,16,13,1,40,0,32,0,0,1,1,0,0,1,1,0,0,0,0,0,1
"2287",6.9,13,26,1,40,4,42,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"2288",17,13,26,1,40,3,42,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"2289",23.84,18,36,1,50,0,56,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2290",8.6,12,26,1,40,0,41,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"2291",12.18,13,26,1,40,1,42,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"2292",7,12,8,1,15,1,23,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"2293",19.23,16,16,1,40,0,35,0,0,1,1,0,0,1,0,0,1,0,0,0,1
"2294",16,12,32,1,40,0,47,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2295",24.03,13,29,1,40,0,45,0,0,1,1,0,0,1,0,0,0,1,0,0,1
"2296",19.25,16,9,0,20,2,28,1,1,1,1,0,0,1,0,0,0,1,0,1,0
"2297",15,12,47,0,24,0,62,1,1,1,1,0,1,1,0,1,0,0,1,0,0
"2298",15,12,46,1,32,0,61,1,1,1,0,1,0,1,0,0,0,1,1,0,0
"2299",25.95,13,11,1,40,0,27,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"2300",14.43,12,37,1,40,0,52,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"2301",20,12,35,0,32,1,50,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2302",10,12,14,1,40,0,28,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"2303",7.4,14,12,0,31,0,30,0,1,1,1,0,0,0,0,0,0,1,1,0,0
"2304",39.43,13,26,1,40,1,42,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2305",34.96,18,44,1,50,0,64,1,0,1,1,0,0,1,1,0,0,0,0,0,1
"2306",19.05,8,24,1,40,1,34,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"2307",9,12,9,1,40,0,23,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"2308",7,8,27,1,35,0,37,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"2309",24.05,18,21,1,40,1,41,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2310",14.43,18,23,1,40,1,43,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2311",48.84,21,30,1,50,0,51,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"2312",7.94,12,20,1,35,1,35,0,1,1,1,0,0,0,0,1,0,0,1,0,0
"2313",23.84,12,43,1,48,0,58,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"2314",10,18,56,0,4,0,76,1,0,1,1,0,1,1,0,1,0,0,1,0,0
"2315",11.19,12,25,1,36,1,40,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2316",10.5,12,28,0,40,2,43,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"2317",48.08,14,32,1,40,0,50,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"2318",18.75,18,31,1,60,0,51,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2319",18.75,18,12,1,40,0,32,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2320",9,12,19,1,40,0,34,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"2321",21.48,12,33,1,40,1,48,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2322",15.38,16,34,1,52,0,53,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"2323",26.04,13,33,1,48,0,49,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"2324",16.83,12,21,1,40,0,36,0,0,1,1,0,0,1,0,1,0,0,0,0,1
"2325",8,13,5,0,40,0,21,0,1,1,1,1,0,1,0,0,0,1,1,0,0
"2326",12.38,13,7,1,40,0,23,0,0,1,1,0,0,1,0,1,0,0,0,1,0
"2327",27.03,14,32,0,32,0,49,1,1,0,0,0,0,1,0,0,1,0,1,0,0
"2328",7,6,35,0,40,0,44,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"2329",14,13,13,1,50,0,29,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2330",7.5,13,49,1,40,0,65,0,0,1,1,0,1,1,0,0,0,1,1,0,0
"2331",20,16,38,1,40,0,57,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"2332",16.18,16,24,0,25,2,43,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"2333",10,13,28,1,40,0,44,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"2334",25,18,34,1,40,0,54,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"2335",23.07,14,17,1,45,2,35,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"2336",22.5,16,27,1,40,1,46,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"2337",2.83,16,4,1,20,0,23,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"2338",38.86,14,37,1,40,0,55,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"2339",19.95,16,14,1,40,0,33,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"2340",48.08,12,38,1,40,0,53,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"2341",16.96,12,32,1,40,0,47,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2342",7.13,12,6,1,40,0,21,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"2343",14.24,12,37,1,54,1,52,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"2344",18.14,16,13,1,40,0,32,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2345",16.25,16,34,1,40,0,53,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"2346",72.13,18,39,1,40,0,59,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2347",16.49,13,34,1,35,1,50,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2348",17.8,13,11,1,40,0,27,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"2349",18.75,16,10,1,40,0,29,0,0,1,1,0,0,0,0,0,1,0,1,0,0
"2350",18.75,16,11,1,40,0,30,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2351",34.18,16,22,1,45,2,41,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2352",13,12,25,1,40,0,40,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"2353",6.9,12,32,1,40,0,47,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"2354",25.5,16,29,1,40,0,48,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2355",6.94,12,13,0,17,3,28,0,1,1,0,1,0,0,0,1,0,0,1,0,0
"2356",30.76,14,29,1,50,2,46,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"2357",20.18,12,39,1,40,0,54,1,1,1,1,0,0,1,1,0,0,0,0,1,0
"2358",16.33,16,19,1,40,0,38,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"2359",24.05,16,28,1,40,0,47,1,1,1,1,0,0,1,0,0,0,1,0,1,0
"2360",24.58,10,36,1,40,0,48,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"2361",20.58,16,41,1,40,0,60,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2362",9,14,8,1,40,0,25,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"2363",21,12,29,1,40,3,44,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"2364",12.61,13,14,1,38,0,30,0,1,1,1,0,0,1,1,0,0,0,0,1,0
"2365",5.83,13,17,0,31,2,33,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"2366",14.4,16,4,0,40,0,23,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2367",10.94,16,9,0,17,1,28,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2368",2.55,21,20,0,20,2,41,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"2369",21.15,18,8,1,40,0,28,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"2370",27,14,38,0,32,0,56,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2371",40.88,16,14,1,40,1,33,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"2372",11,12,8,1,40,0,23,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"2373",15,12,29,1,40,2,44,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"2374",24.05,16,3,1,40,0,22,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"2375",15.76,13,11,1,50,0,27,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"2376",21.51,14,12,1,40,1,29,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2377",7.54,14,4,1,35,1,22,0,1,1,0,1,0,0,0,1,0,0,1,0,0
"2378",19.23,12,43,1,40,0,58,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2379",23.75,12,21,1,40,0,36,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"2380",48.08,16,31,1,40,2,50,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2381",30,16,21,1,40,0,40,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"2382",40,16,22,0,13,3,41,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2383",14.9,12,23,1,40,1,38,0,1,1,1,1,0,1,0,0,0,1,1,0,0
"2384",24.03,12,23,1,40,0,38,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"2385",25,16,6,1,40,0,25,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2386",15,12,30,1,40,3,45,1,0,1,1,1,0,1,0,0,1,0,1,0,0
"2387",12.5,16,13,0,32,3,32,1,1,1,1,0,0,1,1,0,0,0,0,1,0
"2388",18,12,32,1,40,1,47,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"2389",9.85,14,32,1,39,0,50,0,1,1,1,0,0,1,0,0,0,1,0,0,1
"2390",21.16,11,29,1,50,0,42,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2391",11,10,22,1,36,0,34,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"2392",28.38,12,35,1,40,0,50,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2393",12.5,12,50,1,40,0,64,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"2394",12.58,16,18,1,55,1,37,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"2395",16,13,17,1,40,2,33,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"2396",15,13,10,1,40,0,26,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"2397",47.03,21,18,1,40,2,40,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2398",12.5,14,5,1,40,0,23,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"2399",19.1,12,39,1,40,0,54,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"2400",35.58,21,30,1,40,0,52,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2401",10.24,12,35,0,29,0,50,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"2402",21.63,16,12,1,40,0,31,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"2403",17,13,5,1,40,0,21,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"2404",13.75,12,10,1,40,0,25,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"2405",17.3,13,21,1,40,6,37,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2406",10.67,13,25,0,5,4,41,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2407",16.83,12,30,1,40,0,45,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"2408",24.5,12,10,0,40,0,24,1,1,1,0,0,0,1,0,1,0,0,1,0,0
"2409",11.08,12,17,1,50,3,32,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2410",6.95,12,44,0,21,0,58,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2411",31.25,21,33,1,40,1,55,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2412",9.51,12,49,1,35,0,64,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"2413",31.54,16,49,1,50,0,68,1,0,1,1,0,1,1,0,1,0,0,1,0,0
"2414",43.75,18,21,1,40,0,41,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"2415",17.5,16,24,1,40,0,43,0,0,1,1,0,0,1,0,0,1,0,0,1,0
"2416",61.53,13,41,1,45,0,57,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"2417",18,12,7,1,40,0,22,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"2418",28.83,14,20,1,60,0,37,0,0,1,1,1,0,0,1,0,0,0,1,0,0
"2419",18,13,40,1,38,0,56,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2420",12.5,12,15,1,40,1,30,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2421",20.33,14,41,0,24,0,58,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"2422",28.46,18,13,1,50,2,33,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2423",25,18,15,1,40,1,35,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2424",13.45,12,34,1,40,0,49,0,1,1,1,0,0,0,1,0,0,0,1,0,0
"2425",14.76,6,29,1,45,0,38,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"2426",7.14,12,41,1,70,0,56,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"2427",12.03,12,44,1,40,0,59,0,0,1,1,0,0,1,0,0,1,0,0,1,0
"2428",9.5,12,24,0,20,2,39,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2429",4.22,12,24,1,35,2,39,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"2430",20,12,10,1,40,1,25,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"2431",67.3,16,18,0,30,3,37,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2432",14.89,12,55,1,65,0,69,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"2433",15,8,22,1,40,2,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"2434",31.73,18,29,1,40,1,49,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2435",27.7,12,22,1,40,2,37,0,0,1,1,0,0,1,0,0,0,1,0,1,0
"2436",45.65,16,41,1,40,0,60,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2437",37.5,13,25,1,40,0,41,0,1,1,1,0,0,1,0,1,0,0,0,1,0
"2438",6.25,12,37,1,0,0,52,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2439",10.71,8,36,1,50,0,46,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"2440",7,12,32,1,50,2,47,1,1,1,1,0,0,0,0,0,0,1,0,0,1
"2441",38.45,18,32,1,40,1,52,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2442",8.35,12,8,1,35,1,23,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"2443",9.11,12,45,1,38,0,60,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"2444",19.22,16,6,1,40,0,25,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"2445",8.65,12,45,1,0,0,60,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"2446",12,13,35,0,20,0,51,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2447",45.33,13,24,1,42,1,40,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"2448",11.06,14,35,0,32,0,52,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2449",21.16,16,17,1,50,1,36,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"2450",10,12,41,1,35,0,56,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"2451",8,12,10,0,40,0,25,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"2452",19.24,21,6,1,50,0,27,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"2453",27,16,9,1,40,0,28,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"2454",11.27,12,12,1,55,0,27,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"2455",25,14,35,1,40,1,52,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"2456",27.25,12,40,1,55,0,55,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2457",19.05,13,33,1,40,1,49,0,1,1,1,0,0,0,0,0,0,1,1,0,0
"2458",39.23,18,42,1,38,0,62,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2459",51.67,18,34,0,3,1,54,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2460",15,13,21,0,48,0,37,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"2461",36.06,21,13,1,80,0,34,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"2462",9.8,13,11,1,40,0,27,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"2463",13.45,13,25,1,36,1,41,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2464",12.5,12,37,1,40,0,52,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2465",10.35,14,20,1,40,1,37,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"2466",22.92,16,43,1,40,0,62,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"2467",21.31,14,30,0,40,0,48,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"2468",13.95,12,43,1,40,0,58,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2469",34.63,16,40,1,40,1,59,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2470",32.68,16,9,1,40,1,28,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"2471",15.38,21,6,1,40,0,27,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2472",34,13,32,1,40,2,48,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"2473",17.3,16,12,1,50,0,31,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"2474",22.22,12,15,1,50,4,30,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"2475",44.87,18,35,1,60,0,55,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2476",9.61,12,50,1,36,0,65,1,1,1,1,0,1,0,0,1,0,0,1,0,0
"2477",14.5,11,39,1,40,0,52,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"2478",11,8,24,1,40,2,34,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"2479",8.65,13,44,1,55,0,60,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2480",31.25,14,37,1,50,0,55,1,0,1,1,0,0,1,0,0,0,1,0,1,0
"2481",24.05,16,19,1,40,0,38,1,0,1,0,0,0,1,0,0,0,1,0,1,0
"2482",31.25,12,49,1,40,0,64,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"2483",15.88,16,24,1,40,3,43,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2484",12.62,12,26,1,45,1,41,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"2485",17.6,12,14,1,40,4,29,1,0,1,1,0,0,1,0,1,0,0,0,0,1
